Nummer,Uitleg,Samenvatting,UniformeProductnaam,Grondslaglabel,Overheid,SoortProduct,Klant,Prompt1
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,aow-uitkering,Artikel 7 Algemene Ouderdomswet,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een aow-uitkering bij de Nederlandse Rijksoverheid  op basis van Artikel 7 Algemene Ouderdomswet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""11""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,arbeidsplaatsvoorziening,Artikel 35 Wet werk en inkomen naar arbeidsvermogen,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een arbeidsplaatsvoorziening bij de Nederlandse Rijksoverheid  op basis van Artikel 35 Wet werk en inkomen naar arbeidsvermogen. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""12""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,arbeidsplaatsvoorziening,Artikel 35 Wet werk en inkomen naar arbeidsvermogen,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een arbeidsplaatsvoorziening bij de Nederlandse Rijksoverheid  op basis van Artikel 35 Wet werk en inkomen naar arbeidsvermogen. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""13""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,architectenregister inzage,Artikel 22 Wet op de architectentitel,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een architectenregister inzage bij de Nederlandse Rijksoverheid  op basis van Artikel 22 Wet op de architectentitel. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""14""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,asbestslachtoffer tegemoetkoming,Artikel 3 Regeling tegemoetkoming asbestslachtoffers 2014,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een asbestslachtoffer tegemoetkoming bij de Nederlandse Rijksoverheid  op basis van Artikel 3 Regeling tegemoetkoming asbestslachtoffers 2014. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""15""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,asbestslachtoffer tegemoetkoming,Artikel 2 Regeling tegemoetkoming niet-loondienstgerelateerde slachtoffers van mesothelioom en asbestose,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een asbestslachtoffer tegemoetkoming bij de Nederlandse Rijksoverheid  op basis van Artikel 2 Regeling tegemoetkoming niet-loondienstgerelateerde slachtoffers van mesothelioom en asbestose. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""16""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,backpay-uitkering,Artikel 2 Uitkeringsregeling Backpay,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een backpay-uitkering bij de Nederlandse Rijksoverheid  op basis van Artikel 2 Uitkeringsregeling Backpay. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""17""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,ballon oplaten bij vliegveld toestemming,Artikel 3 Regeling kabelvliegers en kleine ballons,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een ballon oplaten bij vliegveld toestemming bij de Nederlandse Rijksoverheid  op basis van Artikel 3 Regeling kabelvliegers en kleine ballons. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""18""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,ballon oplaten bij vliegveld toestemming,Artikel 4 Regeling kabelvliegers en kleine ballons,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een ballon oplaten bij vliegveld toestemming bij de Nederlandse Rijksoverheid  op basis van Artikel 4 Regeling kabelvliegers en kleine ballons. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""19""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,beginseltoestemming adoptie buitenlands kind,Artikel 2 Wet opneming buitenlandse kinderen ter adoptie,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een beginseltoestemming adoptie buitenlands kind bij de Nederlandse Rijksoverheid  op basis van Artikel 2 Wet opneming buitenlandse kinderen ter adoptie. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""20""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,belasting hardheidsclausuleverzoek,Artikel 63 Algemene wet inzake rijksbelastingen,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een belasting hardheidsclausuleverzoek bij de Nederlandse Rijksoverheid  op basis van Artikel 63 Algemene wet inzake rijksbelastingen. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""21""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,belastingbetaling uitstel,Artikel 25 Invorderingswet 1990,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een belastingbetaling uitstel bij de Nederlandse Rijksoverheid  op basis van Artikel 25 Invorderingswet 1990. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""22""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,belastingkwijtschelding,Artikel 26 Invorderingswet 1990,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een belastingkwijtschelding bij de Nederlandse Rijksoverheid  op basis van Artikel 26 Invorderingswet 1990. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""23""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,beroepskwalificatie erkenning,Artikel 5 Algemene wet erkenning EU-beroepskwalificaties,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een beroepskwalificatie erkenning bij de Nederlandse Rijksoverheid  op basis van Artikel 5 Algemene wet erkenning EU-beroepskwalificaties. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""24""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,beschermde dieren ontheffing,Artikel 3.8 Wet natuurbescherming,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een beschermde dieren ontheffing bij de Nederlandse Rijksoverheid  op basis van Artikel 3.8 Wet natuurbescherming. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""25""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
